id,file,name,journal,authors,affiliations,len-original,len-anond,anthropic-score-1,anthropic-score-2,anthropic-score-3,anthropic-originality-1,anthropic-rigor-1,anthropic-scope-1,anthropic-impact-1,anthropic-written_by_ai-1,anthropic-originality-2,anthropic-rigor-2,anthropic-scope-2,anthropic-impact-2,anthropic-written_by_ai-2,anthropic-originality-3,anthropic-rigor-3,anthropic-scope-3,anthropic-impact-3,anthropic-written_by_ai-3,Unnamed: 0,gemma-score-1,gemma-score-2,gemma-score-3,gemma-originality-1,gemma-rigor-1,gemma-scope-1,gemma-impact-1,gemma-written_by_ai-1,gemma-originality-2,gemma-rigor-2,gemma-scope-2,gemma-impact-2,gemma-written_by_ai-2,gemma-originality-3,gemma-rigor-3,gemma-scope-3,gemma-impact-3,gemma-written_by_ai-3,llama-score-1,llama-score-2,llama-score-3,llama-originality-1,llama-rigor-1,llama-scope-1,llama-impact-1,llama-written_by_ai-1,llama-originality-2,llama-rigor-2,llama-scope-2,llama-impact-2,llama-written_by_ai-2,llama-originality-3,llama-rigor-3,llama-scope-3,llama-impact-3,llama-written_by_ai-3,openai-score-1,openai-score-2,openai-score-3,openai-originality-1,openai-rigor-1,openai-scope-1,openai-impact-1,openai-written_by_ai-1,openai-originality-2,openai-rigor-2,openai-scope-2,openai-impact-2,openai-written_by_ai-2,openai-originality-3,openai-rigor-3,openai-scope-3,openai-impact-3,openai-written_by_ai-3
gemma-mac_1,gemma-mac_1.txt,,,,,1502,1502,5,5,4,8,9,9,8,1,8,9,9,8,1,8,9,9,8,1,86,3,3,3,7,8,7,6,3,7,8,7,6,3,7,8,7,6,3,6,6,6,8,9,8,9,2,8,9,8,9,2,8,9,8,9,2,4,4,4,9,8,8,8,1,9,8,8,8,0,8,9,8,7,1
gemma-mac_2,gemma-mac_2.txt,,,,,1525,1525,5,4,5,8,9,7,8,1,8,9,9,8,1,8,9,9,8,1,87,3,3,3,7,8,6,6,3,7,8,7,6,3,7,8,7,6,3,6,6,6,8,9,8,7,2,8,9,8,9,2,8,9,8,9,2,5,4,6,8,9,7,8,2,8,9,7,8,1,8,9,7,8,0
gemma-mac_3,gemma-mac_3.txt,,,,,1412,1412,4,4,4,8,9,9,8,1,8,9,9,8,1,8,9,9,8,1,88,3,3,3,8,7,7,6,3,8,7,7,6,3,8,7,7,6,3,6,6,6,8,9,8,7,2,8,9,8,7,2,8,9,8,9,2,4,4,4,8,9,7,8,1,9,8,8,9,1,9,8,7,8,3
gemma-mac_4,gemma-mac_4.txt,,,,,1448,1448,5,5,5,8,9,9,8,2,8,9,9,8,2,8,9,9,8,2,89,3,3,3,7,8,6,6,3,7,8,7,6,3,7,8,7,6,4,6,6,6,8,9,8,7,2,8,9,8,9,2,8,9,8,9,2,4,5,4,8,9,7,8,2,8,9,7,8,0,8,9,7,8,1
gemma-mic_0,gemma-mic_0.txt,,,,,1496,1496,4,4,4,8,9,9,8,1,8,9,9,8,2,8,9,8,9,1,80,3,3,3,7,8,7,6,3,8,8,7,6,3,8,7,7,6,3,6,6,6,8,9,7,8,2,8,9,7,8,2,8,9,7,8,2,4,4,4,8,9,8,7,0,8,9,7,8,1,8,9,7,8,1
gemma-mic_1,gemma-mic_1.txt,,,,,1413,1413,5,5,4,8,9,9,9,1,8,9,9,9,2,8,9,9,9,2,81,3,3,3,7,8,7,6,3,7,8,7,6,2,7,8,7,6,3,6,6,6,8,9,8,9,2,8,9,8,9,2,8,9,8,9,2,6,4,6,8,9,7,8,2,9,8,8,9,1,8,9,7,8,1
gemma-mic_2,gemma-mic_2.txt,,,,,1523,1523,4,4,5,8,9,9,9,1,8,9,9,8,1,8,9,9,8,2,82,3,3,3,8,7,7,6,3,7,8,8,7,3,7,8,7,6,2,6,6,6,8,9,8,7,2,8,9,8,7,2,8,9,8,7,2,4,4,4,8,9,7,8,2,8,9,7,8,2,8,9,8,7,1
gemma-mic_3,gemma-mic_3.txt,,,,,1535,1535,5,5,5,8,9,9,9,1,8,9,9,8,1,8,9,9,8,1,83,3,3,3,7,8,7,6,3,7,8,7,6,3,7,8,7,6,3,6,6,6,8,9,8,9,2,8,9,8,9,2,8,9,8,9,2,4,3,5,8,9,7,8,1,8,9,8,7,0,8,9,7,8,1
gemma-mic_4,gemma-mic_4.txt,,,,,1499,1499,5,4,5,8,9,7,9,2,8,9,9,8,2,8,9,7,9,1,84,3,3,3,8,7,7,6,3,7,8,7,6,3,7,8,7,6,3,6,6,6,8,9,8,8,2,8,9,8,9,2,8,9,8,9,2,4,4,5,8,9,7,8,1,8,9,7,8,2,9,8,8,7,2
llama-app_0,llama-app_0.txt,,,,,897,897,4,5,5,8,9,7,9,1,8,9,7,9,1,8,9,7,9,1,70,4,3,4,7,8,7,7,2,7,8,6,7,2,7,8,6,7,2,6,6,6,8,9,7,8,2,8,9,7,8,2,8,9,8,9,2,4,4,4,8,9,7,8,0,8,9,8,7,0,8,9,7,8,1
llama-app_1,llama-app_1.txt,,,,,831,831,4,4,4,8,9,7,9,1,8,9,7,8,1,8,9,7,8,1,71,3,3,3,6,7,6,5,3,6,7,6,5,3,6,7,6,5,3,5,5,5,7,9,8,9,2,7,9,8,8,2,7,9,8,8,2,4,5,4,8,9,7,8,1,8,9,7,8,1,8,9,7,8,1
llama-app_2,llama-app_2.txt,,,,,718,718,3,3,4,8,7,9,9,2,8,7,9,9,1,8,7,9,9,1,72,3,3,3,6,7,6,7,3,6,7,6,7,3,6,7,6,7,3,6,6,6,8,9,7,8,2,8,9,7,8,2,8,9,7,8,2,6,4,4,8,9,8,9,0,8,7,9,9,1,8,9,8,9,2
llama-app_3,llama-app_3.txt,,,,,646,646,4,5,5,8,9,7,9,1,8,9,7,9,1,8,9,7,9,1,73,3,4,4,7,8,6,7,2,7,8,6,7,2,7,8,6,7,2,6,6,6,8,9,7,8,2,8,9,7,8,2,8,9,7,8,2,5,5,4,8,9,7,8,0,8,9,7,8,2,8,9,7,8,0
llama-app_4,llama-app_4.txt,,,,,773,773,4,4,4,8,9,9,10,1,8,9,7,9,1,7,8,9,9,1,74,3,3,3,7,8,6,7,3,7,8,7,6,3,6,7,7,6,3,6,5,6,7,9,8,9,2,6,8,7,9,2,7,9,8,8,2,4,4,4,8,9,7,8,2,8,9,7,8,1,7,8,6,7,1
llama-fin_0,llama-fin_0.txt,,,,,675,675,4,4,4,8,7,9,8,2,8,7,9,8,2,8,7,9,8,2,75,3,3,3,7,6,7,6,3,7,6,7,6,3,7,6,7,6,3,6,6,6,8,9,7,8,2,8,9,7,8,2,8,9,8,7,2,3,4,4,9,8,7,8,1,8,7,8,7,1,9,8,7,8,3
llama-fin_1,llama-fin_1.txt,,,,,586,586,5,4,5,8,9,9,8,1,8,9,9,8,1,8,9,9,8,1,76,3,3,3,6,7,7,6,4,6,7,7,6,3,6,7,7,6,3,6,6,6,8,9,8,9,2,8,9,8,9,2,8,9,8,9,2,4,4,4,8,9,7,8,1,7,8,8,7,1,8,9,7,8,3
llama-fin_2,llama-fin_2.txt,,,,,708,708,4,4,4,8,9,7,8,1,8,9,9,9,1,8,9,9,9,1,77,3,3,3,6,7,7,6,4,6,7,7,6,4,6,7,7,6,7,6,6,5,8,9,7,8,2,7,9,8,8,2,8,9,7,8,2,4,3,3,8,9,7,8,2,8,7,7,8,1,8,7,7,8,3
llama-fin_3,llama-fin_3.txt,,,,,719,719,4,4,4,8,7,9,8,2,8,7,9,8,2,8,7,9,8,2,78,3,3,3,7,7,6,6,4,7,6,7,6,4,7,6,7,6,3,6,6,6,8,9,7,8,2,8,9,7,8,2,8,9,8,7,2,4,4,4,9,8,8,7,1,8,7,6,7,2,8,9,7,8,1
llama-fin_4,llama-fin_4.txt,,,,,855,855,4,4,4,8,9,7,9,2,8,9,7,8,1,8,9,7,8,2,79,3,3,3,6,7,7,6,3,6,7,7,6,3,6,7,7,6,3,5,6,6,8,9,7,8,2,8,9,7,8,2,8,9,7,8,2,4,4,4,8,9,7,8,2,7,8,6,7,0,7,8,7,8,1
llama-mac_0,llama-mac_0.txt,,,,,786,786,4,4,4,8,9,7,8,2,7,9,8,8,1,7,8,8,9,1,65,3,3,3,6,7,6,5,3,6,7,6,5,3,6,7,6,5,3,5,5,5,7,9,8,8,2,7,9,8,8,2,7,9,8,8,2,3,4,4,8,9,7,8,2,7,9,8,7,1,8,9,7,8,1
llama-mac_1,llama-mac_1.txt,,,,,776,776,4,4,4,8,9,9,8,2,8,9,9,8,2,8,9,9,8,2,66,3,3,3,7,6,7,6,7,7,7,6,7,6,7,8,7,6,6,6,6,6,8,9,8,9,2,8,9,8,9,2,8,9,7,8,2,4,4,4,8,9,7,8,0,8,9,7,8,1,8,9,7,8,2
llama-mac_2,llama-mac_2.txt,,,,,672,672,4,4,4,8,9,7,8,2,8,9,7,8,2,8,9,7,8,1,67,3,3,3,6,7,7,6,3,6,7,7,6,3,6,7,7,6,4,6,5,6,8,9,7,8,2,8,9,7,8,2,8,9,7,8,2,4,4,5,8,9,7,8,2,8,9,7,8,0,8,9,7,8,1
llama-mac_3,llama-mac_3.txt,,,,,959,959,4,4,4,8,9,9,8,1,8,9,9,8,1,8,9,9,8,1,68,3,3,3,6,7,7,6,3,6,7,6,5,3,6,7,7,6,3,6,6,6,8,9,8,7,2,8,9,7,8,2,8,9,7,8,2,4,4,4,7,8,6,8,1,7,8,7,8,2,7,8,6,7,2
llama-mac_4,llama-mac_4.txt,,,,,896,896,4,4,4,7,8,9,8,2,7,8,8,9,2,8,9,7,8,2,69,3,3,3,6,7,6,5,3,6,7,6,5,3,6,7,6,5,3,4,4,4,7,9,8,8,2,7,9,8,8,2,7,9,6,8,2,3,3,3,7,8,7,6,3,7,9,8,8,2,8,9,7,8,1
llama-mic_0,llama-mic_0.txt,,,,,506,506,5,5,5,8,9,7,8,1,8,9,7,8,1,8,9,7,8,1,60,3,3,3,7,8,6,6,2,7,8,6,7,2,8,7,6,5,2,6,6,6,8,9,7,8,2,8,9,7,8,2,8,9,7,8,2,5,4,4,8,9,7,8,2,9,8,7,8,1,8,9,7,6,1
llama-mic_1,llama-mic_1.txt,,,,,860,860,4,4,4,8,7,9,8,2,8,7,9,8,2,8,7,9,8,2,61,3,3,3,6,7,7,6,3,6,7,6,5,3,6,7,6,5,3,6,6,6,8,9,7,8,2,8,9,7,8,2,8,9,7,8,2,4,4,4,8,9,7,8,4,8,7,7,6,3,8,9,7,8,1
llama-mic_2,llama-mic_2.txt,,,,,752,752,4,5,4,8,9,7,8,1,8,9,7,8,1,8,9,7,8,1,62,3,3,3,7,8,6,7,3,7,8,6,7,2,7,8,6,7,2,6,6,6,8,9,7,8,2,8,9,7,8,2,8,9,7,8,2,4,4,3,8,9,7,8,2,8,9,7,8,2,8,9,7,8,0
llama-mic_3,llama-mic_3.txt,,,,,643,643,4,5,6,8,9,7,9,1,8,9,7,9,1,8,9,7,9,1,63,3,3,3,7,8,7,7,2,7,8,6,7,2,7,8,6,7,2,6,6,6,8,9,7,8,2,8,9,7,8,2,8,9,7,8,2,4,4,4,8,9,7,8,2,8,9,7,8,1,8,9,7,8,2
llama-mic_4,llama-mic_4.txt,,,,,704,704,4,3,4,8,9,9,10,1,7,8,9,9,1,8,9,9,10,1,64,3,3,3,6,7,7,7,3,6,7,7,8,3,6,7,7,7,3,6,6,6,8,9,7,8,2,8,9,8,9,2,7,9,8,8,2,4,4,4,7,8,6,9,1,8,9,7,8,2,7,8,7,9,3
o1-app_0,o1-app_0.txt,,,,,2000,2000,4,4,4,8,9,8,9,1,8,9,7,9,1,8,9,7,9,1,30,3,3,3,7,8,6,7,2,7,8,6,7,2,7,8,6,7,2,5,6,6,8,9,7,8,2,8,9,7,8,2,8,9,7,8,2,3,4,4,8,9,7,8,1,8,9,7,8,0,7,9,8,8,1
o1-app_1,o1-app_1.txt,,,,,1945,1945,5,4,5,8,9,8,9,1,8,9,8,9,1,8,9,8,9,1,31,4,4,4,7,8,6,7,2,7,8,6,7,2,7,8,6,7,2,6,6,6,8,9,8,9,2,8,9,8,9,2,8,9,8,9,2,6,4,6,8,9,7,8,0,8,9,8,9,1,8,9,8,9,1
o1-app_2,o1-app_2.txt,,,,,1772,1772,4,4,4,7,9,8,8,1,7,9,8,8,1,7,9,8,8,1,32,4,4,4,7,8,6,6,2,7,8,6,6,2,7,8,6,6,2,5,5,5,7,9,8,8,2,8,9,7,8,2,7,9,8,8,2,4,4,4,7,9,8,7,1,8,9,8,7,0,7,8,6,7,1
o1-app_3,o1-app_3.txt,,,,,2001,2001,5,4,5,8,9,9,8,1,8,9,9,8,1,8,9,9,8,1,33,4,4,4,7,8,6,6,2,7,8,6,6,3,7,8,6,6,2,6,6,6,8,9,8,9,2,8,9,8,9,2,8,9,7,8,2,4,4,4,8,9,7,8,2,8,9,7,8,0,7,9,8,7,0
o1-app_4,o1-app_4.txt,,,,,1674,1674,5,5,5,8,9,9,9,1,8,9,8,9,1,8,9,9,9,2,34,4,4,4,7,8,6,6,3,7,8,7,6,3,7,8,7,6,2,6,6,6,8,9,7,8,2,8,9,7,8,2,8,9,7,8,2,6,5,4,8,9,7,8,1,8,9,8,9,3,8,9,7,8,0
o1-fin_0,o1-fin_0.txt,,,,,2126,2126,5,5,5,8,9,9,8,1,9,9,8,8,1,8,9,9,8,1,35,3,3,3,8,7,7,6,2,8,8,7,7,3,8,9,7,7,3,6,6,6,8,9,7,8,2,8,9,8,8,2,8,9,8,9,2,6,4,4,9,8,7,8,2,9,8,7,8,0,9,8,8,9,1
o1-fin_1,o1-fin_1.txt,,,,,2839,2839,5,5,4,8,9,9,8,1,8,9,9,8,1,8,9,9,8,1,36,3,3,3,7,8,7,6,2,7,8,7,6,3,7,8,7,6,2,6,6,6,8,9,8,7,2,8,9,7,8,2,8,9,7,8,2,4,4,4,8,9,7,8,2,9,8,7,8,0,8,9,7,8,0
o1-fin_2,o1-fin_2.txt,,,,,2614,2614,5,5,5,8,9,9,8,1,8,9,9,10,1,8,9,9,9,1,37,3,3,3,7,8,7,6,3,7,8,7,6,3,7,8,7,6,3,6,6,6,8,9,8,9,2,8,9,8,9,2,8,9,8,9,2,4,4,4,7,9,8,7,1,8,9,7,8,1,8,9,8,8,1
o1-fin_3,o1-fin_3.txt,,,,,2578,2578,5,5,5,8,9,9,8,1,8,9,9,8,1,8,9,9,9,2,38,3,3,3,8,8,7,7,3,8,7,7,6,3,8,7,7,6,3,6,6,6,8,9,8,9,2,8,9,8,9,2,8,9,8,9,2,4,4,4,8,9,8,8,1,9,9,8,8,0,8,9,8,8,1
o1-fin_4,o1-fin_4.txt,,,,,2168,2168,4,4,4,8,9,9,8,1,8,9,9,8,1,8,9,9,8,1,39,3,3,3,7,8,8,6,2,7,8,8,7,2,7,8,8,6,3,6,6,6,8,9,9,8,2,8,9,9,8,2,8,9,9,8,2,4,4,4,9,8,9,8,1,8,9,9,8,0,8,9,9,8,1
o1-mac_0,o1-mac_0.txt,,,,,1997,1997,4,4,5,8,9,9,8,1,8,9,9,8,1,8,9,9,8,1,25,3,3,3,6,7,7,6,2,6,8,7,6,3,6,7,6,5,2,6,6,6,8,9,8,7,2,8,9,8,7,2,8,9,8,7,2,4,5,4,8,9,7,8,1,8,9,7,8,0,8,9,7,8,1
o1-mac_1,o1-mac_1.txt,,,,,2273,2273,5,5,5,8,9,9,9,2,8,9,9,9,2,8,9,9,8,1,26,3,3,3,7,8,7,6,3,7,8,7,6,3,7,8,7,6,2,6,6,6,8,9,8,9,2,8,9,8,9,2,8,9,8,7,2,4,4,4,9,8,9,8,2,9,8,8,7,2,9,8,9,8,0
o1-mac_2,o1-mac_2.txt,,,,,2670,2670,5,4,5,8,9,9,8,1,9,8,9,8,1,9,8,9,8,1,27,3,3,3,7,8,7,6,3,8,7,7,6,3,7,8,7,6,3,6,6,6,8,9,8,7,2,8,9,8,9,2,8,9,8,7,2,6,4,5,8,9,7,8,1,9,8,7,8,1,8,9,7,8,1
o1-mac_3,o1-mac_3.txt,,,,,1907,1907,4,5,4,8,9,9,9,1,8,9,9,10,1,8,9,9,10,1,28,3,3,3,7,8,7,6,3,7,8,7,6,2,7,8,7,6,3,6,6,6,8,9,8,9,2,8,9,8,9,2,8,9,7,8,2,4,5,4,9,8,7,8,2,8,9,7,8,0,8,9,7,8,1
o1-mac_4,o1-mac_4.txt,,,,,2247,2247,4,4,4,8,9,9,8,2,8,9,9,9,1,8,9,9,8,1,29,3,3,3,7,8,7,6,3,7,8,7,6,3,7,8,7,6,3,6,6,6,8,9,8,9,2,8,9,8,9,2,8,9,8,9,2,4,4,4,9,8,8,9,0,8,9,8,7,3,8,9,8,7,1
o1-mic_0,o1-mic_0.txt,,,,,1944,1944,5,5,5,8,9,9,8,1,8,9,9,8,1,8,9,9,8,1,20,4,3,3,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2,6,6,6,8,9,8,9,2,8,9,7,8,2,8,9,7,8,2,4,4,4,8,9,8,7,1,8,9,8,7,0,8,9,7,8,0
o1-mic_1,o1-mic_1.txt,,,,,1476,1476,4,4,4,8,9,7,8,1,8,9,9,8,1,8,9,7,8,1,21,3,4,3,7,8,7,6,3,7,8,7,6,3,7,8,7,6,3,6,6,6,8,9,7,8,2,8,9,7,8,2,8,9,7,8,2,4,4,4,8,9,8,7,0,8,9,7,8,1,8,9,7,8,0
o1-mic_2,o1-mic_2.txt,,,,,1780,1780,5,5,5,8,9,9,9,1,8,9,9,9,1,8,9,9,9,1,22,3,3,3,7,8,7,7,3,7,8,8,7,3,7,8,7,6,3,6,6,6,8,9,8,8,2,8,9,8,9,2,8,9,8,9,2,4,4,4,8,9,7,8,0,8,9,8,7,1,8,9,7,8,0
o1-mic_3,o1-mic_3.txt,,,,,2266,2266,5,4,4,8,9,7,8,1,8,9,7,8,1,8,9,7,8,1,23,3,3,3,7,8,6,5,2,7,8,6,6,2,7,8,6,6,2,6,6,6,8,9,7,8,2,8,9,7,8,2,8,9,7,8,2,4,4,4,8,9,7,8,1,8,9,7,8,2,8,9,7,8,2
o1-mic_4,o1-mic_4.txt,,,,,2155,2155,5,5,4,8,9,9,8,1,8,9,9,8,1,8,9,9,8,1,24,3,4,3,7,8,7,7,3,8,8,7,7,3,7,8,7,6,2,6,6,6,8,9,8,9,2,8,9,8,7,2,8,9,8,9,2,6,4,6,8,9,7,8,1,8,9,7,8,1,8,9,8,7,0
