,id,file,name,journal,authors,affiliations,len-original,len-anond,gemma-0-score-1,gemma-0-score-2,gemma-0-score-3,gemma-0-originality-1,gemma-0-rigor-1,gemma-0-scope-1,gemma-0-impact-1,gemma-0-written_by_ai-1,gemma-0-originality-2,gemma-0-rigor-2,gemma-0-scope-2,gemma-0-impact-2,gemma-0-written_by_ai-2,gemma-0-originality-3,gemma-0-rigor-3,gemma-0-scope-3,gemma-0-impact-3,gemma-0-written_by_ai-3,gemma-1-score-1,gemma-1-score-2,gemma-1-score-3,gemma-1-originality-1,gemma-1-rigor-1,gemma-1-scope-1,gemma-1-impact-1,gemma-1-written_by_ai-1,gemma-1-originality-2,gemma-1-rigor-2,gemma-1-scope-2,gemma-1-impact-2,gemma-1-written_by_ai-2,gemma-1-originality-3,gemma-1-rigor-3,gemma-1-scope-3,gemma-1-impact-3,gemma-1-written_by_ai-3,gemma-10-score-1,gemma-10-score-2,gemma-10-score-3,gemma-10-originality-1,gemma-10-rigor-1,gemma-10-scope-1,gemma-10-impact-1,gemma-10-written_by_ai-1,gemma-10-originality-2,gemma-10-rigor-2,gemma-10-scope-2,gemma-10-impact-2,gemma-10-written_by_ai-2,gemma-10-originality-3,gemma-10-rigor-3,gemma-10-scope-3,gemma-10-impact-3,gemma-10-written_by_ai-3,gemma-50-score-1,gemma-50-score-2,gemma-50-score-3,gemma-50-originality-1,gemma-50-rigor-1,gemma-50-scope-1,gemma-50-impact-1,gemma-50-written_by_ai-1,gemma-50-originality-2,gemma-50-rigor-2,gemma-50-scope-2,gemma-50-impact-2,gemma-50-written_by_ai-2,gemma-50-originality-3,gemma-50-rigor-3,gemma-50-scope-3,gemma-50-impact-3,gemma-50-written_by_ai-3,gemma-100-score-1,gemma-100-score-2,gemma-100-score-3,gemma-100-originality-1,gemma-100-rigor-1,gemma-100-scope-1,gemma-100-impact-1,gemma-100-written_by_ai-1,gemma-100-originality-2,gemma-100-rigor-2,gemma-100-scope-2,gemma-100-impact-2,gemma-100-written_by_ai-2,gemma-100-originality-3,gemma-100-rigor-3,gemma-100-scope-3,gemma-100-impact-3,gemma-100-written_by_ai-3
155,16_5,16. Economic Journal/ueae067.pdf,Measuring Social Benefits of Media Coverage: How Coverage of Climate Change Affects Behaviour,Economic Journal,Graham Beattie,"Graham Beattie, Loyola Marymount University, 1 LMU Drive, Los Angeles, CA 90045, USA",19667.0,18710.0,3,3,3,6,3,7,6,8,6,3,7,6,8,6,3,7,6,7,3,3,3,6,5,7,6,2,6,5,7,6,2,6,5,7,6,2,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,2,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,2,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,2
156,16_6,16. Economic Journal/ueae089.pdf,Score Disclosure,Economic Journal,Levent Celik; Mikhail Drugov,"Levent Celik, University of Leicester School of Business, UK; Mikhail Drugov, Universitat Autònoma de Barcelona and Barcelona School of Economics (BSE), Department of Economics and Economic History, Campus de la UAB, Edifici B, 08193 Bellaterra (Cerdanyola del Vallès), Barcelona, Spain; New Economic School, Moscow, Russia; and CEPR, UK",12286.0,11650.0,3,3,3,4,6,5,3,2,4,6,5,3,2,4,6,5,3,2,3,3,3,6,7,6,5,2,6,7,6,5,2,7,7,6,5,2,3,3,3,7,8,6,5,2,7,7,6,5,2,7,8,6,5,2,4,4,4,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,3,4,3,7,8,6,5,3,7,8,6,5,2,7,8,6,5,2
157,16_7,16. Economic Journal/ueae077.pdf,Healthcare Appointments as Commitment Devices,Economic Journal,Laura Derksen; Jason T. Kerwin; Natalia Ordaz Reynoso; Olivier Sterck,"University of Toronto, Canada & The Ragnar Frisch Centre for Economic Research, Norway; University of Washington, USA, IZA, Germany & J-PAL, USA; Bocconi University, Italy; University of Oxford, UK & University of Antwerp, Belgium",25156.0,23326.0,3,3,3,6,5,6,5,2,6,5,6,5,2,6,5,6,4,2,4,4,4,7,8,6,7,1,7,8,6,7,1,7,8,6,7,1,4,3,4,7,8,6,7,1,7,8,6,7,2,7,8,6,7,1,5,5,5,7,8,7,6,2,8,9,7,6,2,7,8,7,6,2,5,5,5,8,9,7,7,2,8,9,7,7,2,7,8,7,6,2
158,16_8,16. Economic Journal/ueae075.pdf,House Prices and Misallocation: The Impact of the Collateral Channel on Productivity,Economic Journal,Sergi Basco; David Lopez-Rodriguez; Enrique Moral-Benito,"Sergi Basco, Universitat de Barcelona, Spain; David Lopez-Rodriguez, Banco de España, Spain; Enrique Moral-Benito, Banco de España, Spain",24197.0,23057.0,3,3,3,6,5,7,6,3,6,5,7,6,3,6,5,7,6,3,3,3,3,7,6,7,6,2,7,6,7,6,2,7,6,7,6,2,3,3,3,7,8,6,7,2,7,8,6,6,2,7,8,6,7,2,3,3,3,7,8,7,6,2,7,8,6,6,3,7,8,7,6,2,4,4,5,7,8,6,5,2,7,8,7,6,2,7,8,6,6,2
159,16_9,16. Economic Journal/ueae060.pdf,Do Motivated Classmates Matter for Educational Success?,Economic Journal,Jan Bietenbeck,"Jan Bietenbeck, Department of Economics, Lund University, P.O. Box 7080, 220 07 Lund, Sweden",14379.0,13190.0,1,1,1,3,1,4,2,8,3,1,4,2,8,3,1,4,2,8,3,3,3,6,5,7,6,2,6,5,7,6,2,6,5,7,5,3,3,3,3,6,7,6,5,2,6,7,7,6,2,6,7,7,6,2,3,3,3,6,7,6,5,3,6,7,6,5,3,6,7,6,5,3,4,3,3,6,7,7,6,3,6,7,7,5,2,6,7,7,5,2
160,17_0,17. Journal of Labor Economics/725248.pdf,Measuring Labor Market Power in Developing Countries: Evidence from Colombian Plants,Journal of Labor Economics,Francesco Amodio; Nicolás de Roux,"Francesco Amodio, McGill University and Institute of Labor Economics; Nicolás de Roux, Universidad de Los Andes, Colombia",13229.0,12951.0,3,3,3,6,7,7,6,2,6,7,7,6,2,6,7,7,6,2,3,3,3,7,8,6,5,2,7,8,6,6,2,7,8,6,5,1,3,3,3,7,8,6,6,1,7,8,6,5,2,7,8,6,5,2,5,5,5,8,7,6,7,2,8,7,6,6,2,8,7,7,6,2,3,3,3,8,7,7,6,2,8,7,7,6,2,8,9,7,6,2
161,17_1,17. Journal of Labor Economics/726384.pdf,Does Job Search Assistance Reduce Unemployment? Evidence on Displacement Effects and Mechanisms,Journal of Labor Economics,Maria Cheung; Johan Egebark; Anders Forslund; Lisa Laun; Magnus Rödin; Johan Vikström,"Maria Cheung, Delegation for Migration Studies and Malmö Institute for Studies of Migration, Diversity and Welfare (MIM), Malmö University; Johan Egebark, Swedish Public Employment Service and Uppsala Center for Labor Studies (UCLS); Anders Forslund, Institute for Evaluation of Labor Market and Education Policy (IFAU) and UCLS; Lisa Laun, IFAU and UCLS; Magnus Rödin, Swedish Public Employment Service; Johan Vikström, IFAU, Uppsala University, and UCLS",15610.0,15197.0,3,3,3,6,7,7,6,2,6,7,7,6,2,6,7,7,6,2,3,3,3,7,8,7,6,2,6,7,7,6,2,6,7,7,6,2,3,4,4,7,8,7,6,1,7,8,7,6,2,7,8,7,6,1,4,4,4,7,8,7,6,2,7,8,6,5,1,7,8,7,6,2,5,4,5,8,9,7,6,2,8,9,7,7,1,8,9,7,6,1
162,17_2,17. Journal of Labor Economics/726383.pdf,Effects of Conﬁdential Access to Oral Contraception in Late Adolescence on Work and Earnings,Journal of Labor Economics,Randy Cragun,"Randy Cragun, Birmingham-Southern College",4648.0,4453.0,3,3,3,6,7,7,6,2,6,7,7,6,3,6,7,7,6,2,3,3,3,6,7,7,6,2,6,7,7,6,2,6,7,7,6,2,3,3,3,6,7,6,5,1,6,7,6,5,1,6,7,6,5,2,3,3,3,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,3,3,3,7,8,6,5,2,7,8,6,5,1,7,8,6,5,1
163,17_3,17. Journal of Labor Economics/725874.pdf,The Impact of the Retirement Slowdown on the US Youth Labor Market,Journal of Labor Economics,Paul Mohnen,Federal Reserve Bank of Atlanta,18752.0,18291.0,3,3,3,6,7,7,6,2,6,7,7,5,3,6,4,7,5,2,3,3,3,7,8,6,5,2,7,8,6,6,2,7,8,6,5,2,3,3,3,7,8,7,6,2,7,8,7,6,2,7,8,6,6,2,4,4,4,7,8,6,6,2,7,8,6,6,2,6,8,7,6,2,5,4,4,7,8,7,6,2,7,8,7,6,2,7,8,7,6,3
164,17_4,17. Journal of Labor Economics/725873.pdf,Social Transfers and Spatial Distortions,Journal of Labor Economics,Mark Colas; Robert McDonough,"Mark Colas, University of Oregon; Robert McDonough, University of North Carolina at Chapel Hill",15997.0,15725.0,3,3,3,4,2,6,3,7,4,3,6,5,7,4,3,6,5,7,3,3,3,7,6,7,6,2,7,6,7,6,2,7,6,7,6,2,3,3,3,7,8,7,6,2,7,8,6,6,2,7,8,6,6,3,3,3,3,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2,3,3,3,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2
165,17_5,17. Journal of Labor Economics/725551.pdf,Marginalized and Overlooked? Minoritized Groups and the Adoption of New Scientific Ideas,Journal of Labor Economics,Wei Cheng; Bruce Weinberg,"Wei Cheng, East China University of Science and Technology; Bruce Weinberg, Ohio State University, Institute of Labor Economics (IZA), and National Bureau of Economic Research (NBER)",14155.0,13676.0,3,3,3,6,3,7,5,8,6,3,7,5,7,6,4,7,5,7,3,3,3,7,7,6,6,2,7,7,8,6,2,7,7,6,6,2,3,3,3,7,8,7,6,2,7,8,7,6,2,7,8,6,7,2,3,3,3,7,8,7,6,2,7,8,7,6,3,7,8,7,6,2,3,3,3,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2
166,17_6,17. Journal of Labor Economics/726065.pdf,"Promotions, Adverse Selection, and Efficiency",Journal of Labor Economics,Michael Waldman; Zhenda Yin,"Michael Waldman, Cornell University; Zhenda Yin, Shanghai Jiao Tong University and Peking University",18445.0,18095.0,3,3,3,4,3,5,3,7,4,3,5,3,7,4,3,5,3,7,3,3,3,7,6,6,5,2,7,6,6,5,2,7,6,6,5,2,3,3,3,7,8,6,5,2,6,7,7,5,2,7,8,6,5,2,3,3,3,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,4,5,4,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2
167,17_7,17. Journal of Labor Economics/725553.pdf,The Efficacy of Tournaments for Nonroutine Team Tasks,Journal of Labor Economics,Florian Englmaier; Stefan Grimm; Dominik Grothe; David Schindler; Simeon Schudy,"Florian Englmaier, Ludwig Maximilian University of Munich (LMU Munich), CESifo, Center for Economic and Policy Research (CEPR), and Institute of Labor Economics (IZA); Stefan Grimm, LMU Munich; Dominik Grothe, LMU Munich; David Schindler, Tilburg University and CESifo; Simeon Schudy, Ulm University and CESifo",11726.0,11215.0,3,3,3,6,5,7,6,2,6,5,7,4,7,6,4,7,5,8,4,4,4,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,3,3,3,7,8,6,5,2,7,8,7,6,2,7,8,6,5,1,3,3,3,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2,4,4,4,7,8,7,6,2,7,8,6,6,2,6,8,7,6,2
168,17_8,17. Journal of Labor Economics/725595.pdf,The Intergenerational Effects of the Vietnam Draft on Risky Behaviors,Journal of Labor Economics,Monica Deza; Alvaro Mezza,Syracuse University and National Bureau of Economic Research; Federal Reserve Board of Governors,19083.0,18678.0,3,3,3,7,6,7,6,2,7,8,6,5,3,7,6,7,6,3,3,3,3,7,8,6,5,1,7,8,6,5,1,7,8,6,5,2,3,3,3,8,8,7,6,2,8,9,7,6,2,7,8,6,6,1,4,4,4,7,8,6,5,2,7,8,7,6,2,7,8,7,6,2,5,5,5,8,9,7,6,2,8,7,7,6,2,8,9,7,6,2
169,17_9,17. Journal of Labor Economics/725596.pdf,Physicians Treating Physicians: Relational and Informational Advantages in Treatment and Survival,Journal of Labor Economics,Stacey H. Chen; Jennjou Chen; Hongwei Chuang; Tzu-Hsin Lin,"Stacey H. Chen, University of Tokyo; Jennjou Chen, National Chengchi University; Hongwei Chuang, International University of Japan; Tzu-Hsin Lin, National Taiwan University Hospital",11854.0,11497.0,3,3,3,7,8,6,7,2,7,8,6,6,2,7,8,6,5,2,4,3,3,7,7,6,6,2,7,6,7,6,3,7,7,6,6,2,3,3,3,7,8,7,6,2,7,8,6,6,2,7,8,6,5,2,4,4,4,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,4,4,4,7,8,6,5,2,7,7,6,5,2,7,8,7,6,3
170,18_0,18. American Economic Journal-Econ Policy/weinstein-2025-the-great-recession-and-the-widening-income-gap-between-alumni-of-elite-and-less-selective-universities.pdf,The Great Recession and the Widening Income Gap between Alumni of Elite and Less Selective Universities,American Economic Journal-Econ Policy,Russell Weinstein,University of Illinois at Urbana-Champaign,13782.0,13188.0,3,3,3,6,5,7,6,3,6,5,7,6,3,6,5,7,6,3,3,3,3,6,4,7,6,7,4,3,6,5,7,4,3,6,5,7,3,3,3,7,6,7,6,2,7,6,6,5,2,7,6,7,6,2,4,4,4,7,6,7,6,3,7,6,7,6,3,7,6,7,6,3,5,5,4,6,7,7,6,3,6,7,7,6,3,6,7,7,6,3
171,18_1,18. American Economic Journal-Econ Policy/sager-singer-2025-clean-identification-the-effects-of-the-clean-air-act-on-air-pollution-exposure-disparities-and-house.pdf,"Clean Identification? The Effects of the Clean Air Act on Air Pollution, Exposure Disparities, and House Prices",American Economic Journal-Econ Policy,Lutz Sager; Gregor Singer,Lutz Sager: ESSEC Business School; Gregor Singer: London School of Economics,18761.0,18065.0,3,3,3,7,8,8,7,2,7,8,7,8,2,6,7,7,8,2,4,3,3,7,8,7,6,2,7,8,7,6,2,7,8,6,7,2,3,3,4,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2,4,4,4,8,9,7,6,2,8,9,7,7,2,8,8,7,6,2,4,4,3,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2
172,18_2,18. American Economic Journal-Econ Policy/bhuller-et-al-2025-mental-health-consequences-of-correctional-sentencing.pdf,Mental Health Consequences of Correctional Sentencing,American Economic Journal-Econ Policy,Manudeep Bhuller; Laura Khoury; Katrine V. Løken,"Manudeep Bhuller: University of Oslo, Statistics Norway, CEPR, IZA, and CESifo; Laura Khoury: University Paris Dauphine-PSL, Norwegian School of Economics; Katrine V. Løken: Norwegian School of Economics, University of Bergen, Statistics Norway, IZA, and CESifo",19662.0,18353.0,3,3,3,4,2,6,5,7,4,2,6,5,7,4,2,6,5,7,3,3,3,6,7,7,6,2,6,7,7,6,3,6,7,7,6,2,3,4,4,7,8,6,6,2,7,8,6,6,2,7,8,6,6,2,4,4,4,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2,4,4,5,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2
173,18_3,18. American Economic Journal-Econ Policy/le%C3%B3n-ciliotta-et-al-2025-policymaking-trust-and-the-demand-for-public-services-evidence-from-a-mass-sterilization.pdf,"Policymaking, Trust, and the Demand for Public Services: Evidence from a Mass Sterilization Campaign",American Economic Journal-Econ Policy,Gianmarco León-Ciliotta; Dijana Zejcirovic; Fernando Fernandez,"Gianmarco León-Ciliotta: Universitat Pompeu Fabra, BSE, and IPEG; Dijana Zejcirovic: University of Vienna; Fernando Fernandez: University of Bern",18962.0,17926.0,3,3,3,7,8,6,7,2,7,6,7,8,2,7,6,7,8,2,3,3,3,7,6,7,8,2,7,6,7,8,2,7,6,7,8,2,3,3,3,8,7,7,6,2,8,7,7,6,2,8,7,7,7,2,3,3,4,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2,5,3,5,8,7,6,7,2,8,7,7,6,2,8,7,7,6,2
174,18_4,18. American Economic Journal-Econ Policy/siegloch-et-al-2025-spillover-efficiency-and-equity-effects-of-regional-firm-subsidies.pdf,"Spillover, Efficiency, and Equity Effects of Regional Firm Subsidies",American Economic Journal-Econ Policy,Sebastian Siegloch; Nils Wehrhöfer; Tobias Etzel,"Siegloch: University of Cologne, CEPR, and ZEW; Wehrhöfer: Deutsche Bundesbank and ZEW; Etzel: Deutsche Bundesbank",19453.0,18867.0,3,3,3,6,7,7,6,3,6,7,7,6,3,6,7,7,6,3,3,3,3,6,7,7,6,2,6,7,7,6,2,6,7,7,6,2,3,3,3,7,8,7,6,3,6,7,7,6,2,6,7,7,6,2,3,3,3,6,7,7,6,3,6,7,7,6,3,6,8,7,6,2,4,4,3,7,8,7,6,2,7,8,7,6,2,7,8,6,5,2
175,18_5,18. American Economic Journal-Econ Policy/evans-et-al-2025-fighting-poverty-one-family-at-a-time-experimental-evidence-from-an-intervention-with-holistic.pdf,"Fighting Poverty One Family at a Time: Experimental Evidence from an Intervention with Holistic, Individualized, Wraparound Services",American Economic Journal-Econ Policy,William N. Evans; Shawna Kolka; James X. Sullivan; Patrick S. Turner,William N. Evans: University of Notre Dame and Wilson Sheehan Lab for Economic Opportunities; Shawna Kolka: University of Notre Dame and Wilson Sheehan Lab for Economic Opportunities; James X. Sullivan: University of Notre Dame and Wilson Sheehan Lab for Economic Opportunities; Patrick S. Turner: University of Notre Dame and Wilson Sheehan Lab for Economic Opportunities,27104.0,24267.0,3,3,3,6,5,7,7,2,6,4,7,7,2,6,5,7,7,2,3,3,3,4,3,5,4,2,4,3,5,4,2,5,3,6,4,2,3,3,3,6,7,6,5,2,6,7,7,6,3,6,7,6,5,2,4,4,4,7,6,7,6,2,7,6,7,6,2,7,8,7,6,2,3,4,3,6,7,7,6,2,6,7,7,6,2,6,7,7,6,2
176,18_6,18. American Economic Journal-Econ Policy/br%C3%BClhart-et-al-2025-who-bears-the-burden-of-local-taxes.pdf,Who Bears the Burden of Local Taxes?,American Economic Journal-Econ Policy,Marius Brülhart; Jayson Danton; Raphaël Parchet; Jörg Schläpfer,"Department of Economics, HEC Lausanne, University of Lausanne and CEPR; Swiss National Bank, Financial Stability; Institute of Economics, Faculty of Economics, Università della Svizzera italiana; Wüest Partner AG",21059.0,20278.0,2,3,3,4,2,6,3,7,3,2,4,3,7,4,2,5,3,7,3,3,3,7,8,6,7,2,6,7,7,6,2,7,8,6,7,2,3,3,3,7,8,6,6,2,7,8,6,7,2,7,8,6,6,2,4,4,4,7,8,7,6,2,7,8,7,6,2,7,8,6,5,2,5,5,5,8,9,7,6,2,8,9,7,6,2,8,9,7,6,2
177,18_7,18. American Economic Journal-Econ Policy/hansen-lewis-marcus-2025-uncharted-waters-effects-of-maritime-emission-regulation.pdf,Uncharted Waters: Effects of Maritime Emission Regulation,American Economic Journal-Econ Policy,Jamie Hansen-Lewis; Michelle Marcus,"Jamie Hansen-Lewis: University of California, Davis; Michelle Marcus: Vanderbilt University; Michelle Marcus: National Bureau of Economic Research",16489.0,14842.0,2,2,2,4,2,6,3,7,3,2,4,3,7,3,2,4,2,7,3,3,2,6,5,7,6,2,6,5,7,6,2,6,5,7,6,2,3,3,3,8,9,7,7,2,7,8,6,7,2,8,9,7,7,2,5,5,5,7,8,6,7,3,7,8,7,6,2,7,8,7,6,2,3,3,3,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2
178,18_8,18. American Economic Journal-Econ Policy/cabral-et-al-2025-the-impact-of-provider-payments-on-health-care-utilization-of-low-income-individuals-evidence-from.pdf,The Impact of Provider Payments on Health Care Utilization of Low-Income Individuals: Evidence from Medicare and Medicaid,American Economic Journal-Econ Policy,Marika Cabral; Colleen Carey; Sarah Miller,"Marika Cabral: Department of Economics, University of Texas at Austin and Research Associate, National Bureau of Economic Research; Colleen Carey: Department of Economics and Brooks School of Public Policy, Cornell University and Faculty Research Fellow, National Bureau of Economic Research; Sarah Miller: Ross School of Business, University of Michigan and Research Associate, National Bureau of Economic Research",19419.0,18554.0,3,3,3,6,4,7,6,8,6,4,7,6,8,6,4,7,5,8,3,3,3,6,8,7,6,2,6,8,7,6,2,6,8,7,6,2,4,3,3,7,8,6,7,2,7,8,6,7,2,7,8,6,6,2,4,4,4,6,8,7,6,2,6,8,7,6,2,7,8,6,7,2,4,4,5,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2
179,18_9,18. American Economic Journal-Econ Policy/brockmeyer-s%C3%A1enz-somarriba-2025-electronic-payment-technology-and-tax-compliance-evidence-from-uruguay-s-financial.pdf,Electronic Payment Technology and Tax Compliance: Evidence from Uruguay’s Financial Inclusion Reform,American Economic Journal-Econ Policy,Anne Brockmeyer; Magaly Sáenz Somarriba,"Brockmeyer: World Bank, Institute for Fiscal Studies, University College London and CEPR; Sáenz Somarriba: Inter-American Development Bank",17044.0,16335.0,3,3,3,6,7,7,6,2,6,7,7,6,2,6,5,7,6,2,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,5,4,2,3,3,3,6,8,7,5,2,6,8,7,5,2,7,8,6,5,2,3,3,3,4,7,6,3,2,6,8,7,5,2,6,8,7,5,2,3,3,3,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2
180,19_0,19. RAND Journal of Economics/The RAND J of Economics - 2025 - Benatia - Strategic Reneging and Market Power in Sequential Markets.pdf,Strategic Reneging and Market Power in Sequential Markets,RAND Journal of Economics,David Benatia; Étienne Billette de Villemeur,"David Benatia, HEC Montréal, Montréal, Québec, Canada; Étienne Billette de Villemeur, LEM-CNRS (UMR 9221), Université de Lille, Lille, France",25946.0,24054.0,3,3,3,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,3,3,3,7,8,6,7,2,7,8,6,7,2,7,8,7,8,2,3,3,3,7,8,7,8,2,6,7,7,7,2,6,7,7,7,2,5,5,5,8,7,7,8,2,8,7,7,8,2,8,7,7,8,2,6,6,6,7,8,6,7,2,8,7,7,6,2,7,8,7,6,2
181,19_1,19. RAND Journal of Economics/The RAND J of Economics - 2025 - Chi - Optimal Incentive Contracts With Bonus Caps.pdf,Optimal Incentive Contracts With Bonus Caps,RAND Journal of Economics,Chang Koo Chi; Trond E. Olsen,"Chang Koo Chi, School of Economics, Yonsei University, Seoul, South Korea; Trond E. Olsen, Department of Business and Management Science, Norwegian School of Economics, Bergen, Norway",17860.0,16609.0,3,3,3,6,7,5,4,2,6,7,5,4,2,6,7,6,5,2,3,3,3,7,8,6,5,2,7,8,6,5,2,7,8,6,5,3,3,3,3,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,3,4,3,6,7,7,6,2,7,8,6,5,3,6,7,7,6,2,4,5,5,6,8,7,5,2,7,8,6,5,2,6,7,7,5,3
182,19_2,19. RAND Journal of Economics/The RAND J of Economics - 2025 - Butters - Why Do Retail Prices Fall During Seasonal Demand Peaks.pdf,Why Do Retail Prices Fall During Seasonal Demand Peaks?,RAND Journal of Economics,R. Andrew Butters; Daniel W. Sacks; Boyoung Seo,"R. Andrew Butters, Kelley School of Business, Indiana University; Daniel W. Sacks, Wisconsin School of Business, University of Wisconsin; Boyoung Seo, Kelley School of Business, Indiana University",16784.0,15494.0,3,3,3,7,6,8,6,3,7,6,7,5,2,7,6,7,6,2,3,3,4,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,3,3,3,7,8,8,6,2,7,8,8,6,2,7,8,8,6,2,4,4,4,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2,4,5,4,8,9,7,6,2,8,9,7,6,2,7,8,7,6,2
183,19_3,19. RAND Journal of Economics/The RAND J of Economics - 2024 - Anderson - Hybrid platform model  monopolistic competition and a dominant firm.pdf,Hybrid platform model: monopolistic competition and a dominant firm,RAND Journal of Economics,Simon Anderson; Özlem Bedre Defolie,"University of Virginia and CEPR; European University Institute, ESMT Berlin and CEPR, Via delle Fontanelle 18, Florence Fiesole, 50014",22378.0,20012.0,3,3,3,6,7,7,6,3,6,7,7,6,3,6,5,7,5,2,3,3,3,7,8,6,6,2,7,8,6,7,2,7,8,6,6,2,3,3,3,7,8,7,8,2,7,8,7,8,1,7,8,7,8,2,3,3,4,7,8,7,6,3,8,9,7,6,3,8,9,7,6,2,4,4,4,8,9,7,6,2,7,8,7,6,2,7,8,7,6,2
184,19_4,19. RAND Journal of Economics/The RAND J of Economics - 2024 - Martin - Market transparency and consumer search Evidence from the German retail gasoline.pdf,Market transparency and consumer search—Evidence from the German retail gasoline market,RAND Journal of Economics,Simon Martin,"Simon Martin; Department of Economics, University of Vienna",16579.0,15119.0,3,3,3,6,7,7,6,2,6,7,7,6,2,6,7,7,6,2,3,3,3,7,8,6,5,2,7,8,6,5,2,7,8,6,6,2,3,3,3,7,8,6,7,2,7,8,6,7,2,7,8,6,6,2,3,3,3,7,8,6,6,2,7,8,7,6,2,7,8,6,6,2,4,3,4,7,8,7,6,2,7,8,7,6,2,7,8,7,6,2
185,19_5,19. RAND Journal of Economics/The RAND J of Economics - 2025 - Li - Transparency and Policymaking with Endogenous Information Provision.pdf,Transparency and Policymaking with Endogenous Information Provision,RAND Journal of Economics,Hanzhe Li,Hanzhe Li; The University of Hong Kong,13403.0,12631.0,3,3,3,7,6,8,7,3,7,6,8,7,3,7,6,8,7,3,3,3,3,7,6,6,5,2,7,6,6,5,3,7,6,6,5,3,3,3,3,6,7,6,5,3,6,7,6,5,2,6,7,6,5,2,3,3,3,8,7,6,5,2,7,8,7,6,2,7,8,7,6,3,4,3,3,7,8,6,5,2,7,8,6,5,3,7,8,6,5,2
186,19_6,19. RAND Journal of Economics/The RAND J of Economics - 2024 - Triviza - Optimal pricing scheme for addictive goods.pdf,Optimal pricing scheme for addictive goods,RAND Journal of Economics,Eleftheria Triviza,"Eleftheria Triviza; Department of Economics, University of Mannheim and MaCCI",16574.0,15474.0,3,3,3,6,3,7,6,8,6,4,7,6,7,6,3,7,6,8,3,3,3,6,5,6,5,2,6,5,6,5,2,7,6,6,5,2,3,3,3,7,8,6,5,2,6,7,6,5,2,7,8,6,6,2,3,3,3,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,3,4,3,7,7,6,5,3,7,8,6,5,3,7,8,6,5,3
187,19_7,19. RAND Journal of Economics/The RAND J of Economics - 2025 - Duarte - The Competitive Conduct of Consumer Cooperatives.pdf,The Competitive Conduct of Consumer Cooperatives,RAND Journal of Economics,Marco Duarte; Lorenzo Magnolfi; Camilla Roncoroni,"Marco Duarte, Department of Economics, University of North Carolina-Chapel Hill, Chapel Hill, NC, USA; Lorenzo Magnolfi, Department of Economics, University of Wisconsin-Madison, Madison, WI, USA; Camilla Roncoroni, Department of Economics, University of Warwick, Coventry, UK",18099.0,16706.0,3,3,3,6,5,7,4,2,6,7,7,5,2,6,7,7,5,2,3,3,3,6,7,6,5,1,6,7,5,4,2,6,7,6,5,2,3,3,3,6,8,6,5,2,6,8,6,5,2,6,8,7,6,2,3,3,3,7,8,7,6,2,7,8,7,6,2,7,8,6,6,2,6,6,6,7,8,7,6,3,7,8,7,6,2,7,8,7,6,2
188,19_8,19. RAND Journal of Economics/The RAND J of Economics - 2024 - Chen - Steering via algorithmic recommendations.pdf,Steering via algorithmic recommendations,RAND Journal of Economics,Nan Chen; Hsin-Tien Tsai,"Department of Economics, National University of Singapore; Department of Information Systems and Analytics, National University of Singapore",10293.0,9336.0,3,3,3,6,5,7,6,2,6,5,7,6,2,6,5,7,6,2,4,4,4,7,8,6,7,2,7,8,6,7,2,7,8,6,7,2,3,3,3,7,8,6,7,1,7,8,7,6,2,7,8,6,7,2,4,4,4,8,9,7,7,2,8,9,7,7,2,8,9,7,6,2,4,4,3,8,9,7,8,2,8,9,7,8,2,8,9,7,8,2
